restaurant_name_he,address_he,city_he,city_en,phone,business_type_he,diet_type,certifier_ids,corroboration_count,source_documents,source_date,record_state,needs_review,notes,dedupe_hash_sha256
פירסט,בן מימון 1 ירושלים,ירושלים,Jerusalem,0555004280,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,ef54c2ef2944414e8695868213277f8d17e7c4341736573f6c3dd3de0c2e32d8
ציון הגדול,"גולדה מאיר 255, קניון רמות, ירושלים",ירושלים,Jerusalem,0737578851,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,a8604053a79f509767cfed30180c75f28d221218f28e611905d4ea5b8aa000bc
קבלרו,"המרפא 1, ירושלים",ירושלים,Jerusalem,025377000,בשרי,meat,badatz_eda_haredit,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,a49020b9783ff966c11abf9d16276698393ba89d1e94b50509e5d38d276105d5
רובן,"כנפי נשרים 24, ירושלים",ירושלים,Jerusalem,026475500,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,32c79f4729132cb3fb641eb8fdfdff7b1489b1d8bcbe6d45206c29643c90e22c
רודריגז,"מגדל ג.ט.י, קרית המדע 3, ירושלים",ירושלים,Jerusalem,025815815,בשרי,meat,badatz_mehadrin_rubin,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,8aee99f7c4ec73439cf8b549d3c704fe8373e869bf0d24e636c218cfa58377e4
רובן,"רפפורט 3, קניון הירוקה, כפר סבא",כפר סבא,Kfar Saba,097424666,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,259a866a76861391d2d4bd276cc379642345663348567c423a244eda32e78d35
גריל בר,"הראל 5, מבשרת ציון",מבשרת ציון,Mevaseret Zion,026223761,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,f9bf9227206413245f1a39316bb088a0e31442e5dc6bc7ac0540266cfc1bc99c
בורגרס בר,"עמק דותן 23 , מרכז מליבו, מודיעין",מודיעין,Modiin,02242*,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,beb3e53a02d90a53e958974337a81c946cfebcc3945d71174a82e28180381a55
רוזה,שדרות המלאכות 1 מודיעין,מודיעין,Modiin,0723975150,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,f87494854fe86728a02984b02a0ceb6db43d9645c413d5e4bdd082a2d50847ed
רובן,"שדרות הגעתון 35, נהריה",נהריה,Nahariya,0779800370,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,9003ab6c5f85d225a5dc001cefd53c8ecf7dee7c56bfcf548e3ece07afc814c9
רובן,"המלאכה 25, עפולה",עפולה,Afula,043009009,בשרי,meat,rabbanut_afula,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,67494a56ebc3e3fbaae2d3b4df86b7c1c640b6f72a712b0046128453af8bac5e
החברים,ז'בוטינסקי 61 מתחם ב.ס.ר סיטי פתח תקווה,פתח תקוה,Petah Tikva,0779386161,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,2b4b8036bf8bce616a31f8f02a74282946f84dbc63dbc28f271a37ee3221764e
לחם בשר,"תוצרת הארץ 3, פתח תקווה",פתח תקוה,Petah Tikva,0772307114,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,48412d99864e6b1fd50d6337144e752415886117db1aab63a0d3ef8cf8b0b134
קפאו,"מתחם ב.ס.ר סיטי, תוצרת הארץ 3, פתח תקווה",פתח תקוה,Petah Tikva,0773622222,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,3326e13d90b2d3e6a9f604082dea1b2258ba08b1829f55a964a6daf4cad0c6c8
בארכה גחלים,ירושלים 72 צפת,צפת,Safed,046468484,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,5a6b71f707c8a0dfe13f75a39364842e5ad52de613ae56b77a5647752636a63a
איסקנדר,רפטינג נהר הירדן,קיבוץ גדות,Kibbutz Gadot,0723726528,בשרי,meat,rabbanut_hatzor_haglilit,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,8673a7b5aee0c69690d1ba40b68921d300de8afd651778d9f8ba140770bcdcad
הצלבנים,"הנמל העתיק , קיסריה",קיסריה,Caesarea,046361679,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,7abadca08044d6d057240c52a111f1f557523c27c95e60d478372d616d5d515e
עתיקה,"רחוב העמקים 1, קריית ביאליק",קרית ביאליק,Kiryat Bialik,048402025,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,dd8c5a7e57bc08e6e7462e7e3018d62694a8d6ac977931346ff6ba1e9e87ebb1
רובן,"דרך עכו 192, קרית ביאליק",קרית ביאליק,Kiryat Bialik,0777242013,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,28cf07658dabf00c44e00a30a04f66d57502657d00ca5f5dcd007c248dde47b5
ארץ כנען,"דרך הגליל, ראש פינה",ראש פינה,Rosh Pinna,046860107,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,8d500f14cc33590615add5124971a15cfbb23e3837105071af13ebc71281d71e
לחם בשר,"משה בקר 13, הרובע, איזור התעשיה הישן, ראשון לציון",ראשון לציון,Rishon LeZion,039555511,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,b244a0dc930cc7368400bba1cdc6c1e2b65bccceb0597e8352f0b7a870f89aac
קמפניה,"ברשבסקי 8, ראשון לציון",ראשון לציון,Rishon LeZion,039037667,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,03cace74d97ff738d8315cadb265c110b00996f12e06c1f7b733f6e2602b3d9c
אושי אושי,"האנגר 21, נמל תל אביב",תל אביב,Tel Aviv,06054*,בשרי,meat,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,f6e5c154b207d51eb1a89d648a0e070b25d1eedf817909b63450eef11155a2fe
לחם בשר,"יורדי הסירה 1, נמל תל אביב",תל אביב,Tel Aviv,035252558,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,d90d8cf481b73fb3a5ef4ad18677dfb7f21889fe142f324924cb00191e15d7bb
רשל,"יוסף יקותיאלי 3,האנגר 27 נמל תל אביב",תל אביב,Tel Aviv,0778041545,בשרי,meat,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,530b8c8ca3185493412f8f0d7ae1a1a8bab7b98228346a28e21ab95eb01d9828
קפה ליון,"מתחם מיני, יצחק רבין 5, אור יהודה",אור יהודה,Or Yehuda,037214979,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,296d0bbb4bcf62fe12ab0855459b337de456908f332ea5f0231abda0a03c754a
קיטשן גרג,קניון 'אייס מול' מפלס תחתון אילת,אילת,Eilat,0539418780,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,4ab7b4d490e51014da317f0e38d1374cecc6dd340afa334e976509896d5107cb
קפה גרג,"ביג אילת, הסתת 20, אילת,",אילת,Eilat,,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,c59f23e102feec4c14f66a6639f24b677042e9c6b08605531a7235debd148598
בליקר בייקרי,"הגדוד העברי 6, קניון סימול, אשדוד",אשדוד,Ashdod,089757800,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,53e3fc4c54ea267973f88a6360cb1e2f88ebbdfd19c71f400078339809702cbf
בראנצ'וס,סטאר סנטר אשדוד,אשדוד,Ashdod,0539380643,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,0533a67cd72550099dce099958049f1b03f338289383f9ef8c9ca53663b72818
לולה,"הטיילת 20, אשדוד",אשדוד,Ashdod,0505225758,חלבי,dairy,rabbanut_ashdod,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,59d96c62e2a5b79b2b005547b74e1320d11547186fd48c49ce859641ff8b2438
בראנצ'וס,הנמל 9 מרחנה - אשקלון,אשקלון,Ashkelon,0539380643,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,470e239c8903380f8eac27f19375ede8fcaef8776730f2ecfdb04118a28ab6fa
בזיליה,"שאול המלך 100, בית שאן",בית שאן,Beit She'an,0522962560,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,81e8ebb6afb69941d81d09a14a8e2d42a4d02ab348fcd51f4ecc53066a1da225
קפה רימון,"יגאל אלון 3,קניון ביג פאשן בית שמש",בית שמש,Beit Shemesh,029955591,חלבי,dairy,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,ca38217433a271d3f029e72638f662fdfac7ee2c8a58fd56f049f08654c8c1d4
בון קפה,"זאב ז׳בוטינסקי 9, בני ברק",בני ברק,Bnei Brak,036511806,חלבי,dairy,kehilot_unidentified,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),UNKNOWN_PENDING_VERIFICATION,TRUE,certifier identity unresolved ('קהילות') — see data-review-todo.md item 2,6d860c98aca2aaae57ac7f85f98f891d59382ccbeb8a32f37557c23e9a404e01
ביסקוטי,הירקון 67 בני ברק,בני ברק,Bnei Brak,035704015,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,803b49d0fc93e5282fe4beb7655f1c72e9f9f9b700591241d1f100a13a8fcfc4
פרמזן,"מצדה 9, בני ברק",בני ברק,Bnei Brak,037295700,חלבי,dairy,badatz_mehadrin_rubin,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,c054fcf79082aa1ed86ee6238ed4ed3d3fb967367d39a8854764a2e301bfd53f
קפה גרג,"מצדה 5, בני ברק,",בני ברק,Bnei Brak,0549377766,חלבי,dairy,landa_bnei_brak,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),UNKNOWN_PENDING_VERIFICATION,TRUE,"not in landa_restaurants_elul_5786 (authoritative for landa_bnei_brak), but only evidenced by source(s) newer than it — see docs/data-review-todo.md item 2",1e87833db14eab902edc2a67ba29fda037467a17bbb6ead33592418ce90c36c2
קפה רעים,"בר כוכבא 4, בני ברק",בני ברק,Bnei Brak,0779973035,חלבי,dairy,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,a525d088fff0f5b90eef4a9eb9e0223d75c99159f33a4ba00a31fb82042d0919
לנדוור,"מנחם בגין 38, גבעת שמואל",גבעת שמואל,Givat Shmuel,037163338,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,024fa69b14615be54ae8cc5a13b45da708cff4ba17af9d93f8a193184afc3d64
קפה גרג,"שדרות מנחם בגין 30, גבעת שמואל",גבעת שמואל,Givat Shmuel,035504969,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,9d030d8164f8f3e10ebd33598cce9d7569431e9e9150ba85814b634fafc9190f
קפה קפה,"יוני נתניהו 25, קניון הגבעה",גבעת שמואל,Givat Shmuel,037172454,חלבי,dairy,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,7b1bb06b3c9af201c84baa6fff01bb194f434078f82f29911a3df33cdd37079c
קפה קפה,הבילויים 5 גדרה,גדרה,Gedera,088694590,חלבי,dairy,rabbanut_gedera,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,67706e28e99f49097fd5d86b2d756af9eb3745cb9be4d9d3e94cdc3865cd7fe1
נילי,המייסדים 43 זכרון יעקב,זכרון יעקב,Zikhron Ya'akov,046292899,חלבי,dairy,rabbanut_zichron_yaakov,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,cba67b12703d5505b8a2768fd17e44c35fa360dacc60caa923d6fb35c574f027
הסניור,הבנים 2 טבריה,טבריה,Tiberias,048355060,חלבי,dairy,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,35d96b69492679c4e23e4d720e14ebfce7a00a99753463edc9047a8b97254ceb
קפה ליון,"הנחשול 22, יבנה",יבנה,Yavne,0536113599,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,d4a1321fb3f04d2712092c1241219f18f96a2e439198eb6cf89c270c48245e48
אייסטורי,שמגר 14 ירושלים,ירושלים,Jerusalem,029972601,חלבי,dairy,badatz_eda_haredit,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,47c3c7cd80778b5c61eb969258b56f58dfb4055fdc40022678bdb4491d717b60
הפי פיש,שדרת אלרוב ממילא מס' 14 ירושלים,ירושלים,Jerusalem,025482230,חלבי,dairy,rabbanut_jerusalem,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,1e83d19883fa7b7e84f2ae7df6ca426f4001b35c96c6475fe43d95cdd020d747
לוצ'נה,"ממילא 8, קניון ממילא, ירושלים",ירושלים,Jerusalem,025021000,חלבי,dairy,rabbanut_jerusalem,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,3cf6aa834633140425ad57fab569965b594e3d440883429baf490dfaf6d7e4e4
פיקולינו,"רחוב יואל משה סולומון 12, ירושלים",ירושלים,Jerusalem,0779975989,חלבי,dairy,rabbanut_jerusalem,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,a15baafca38ddf81b703a7a6be664605691f7ef9aa677ad282ddbff86b14db12
קפה גן סיפור,"שדרות בן צבי, גן סאקר ירושלים",ירושלים,Jerusalem,07233609995,חלבי,dairy,beit_yosef;rabbanut_jerusalem,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,8249569ecc32a03e12c2647d0c79a0a52b348872860dd89e62ae454dea5142e2
קפה דניה - סניף 1,"שדרות הרצל 102, ירושלים",ירושלים,Jerusalem,026485553,חלבי,dairy,rabbanut_jerusalem,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,102b33225212875cf0c776311975d725c7ccf86145f1361d3749775f0874f6fa
קפה דניה - סניף 2,"כנפי נשרים 35, ירושלים",ירושלים,Jerusalem,026475553,חלבי,dairy,rabbanut_jerusalem,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,6ffe34f94749613078489704867003f704281bfcadbe5b9e9d84723b4cde24ce
קפה דניה - סניף 3,"שרי ישראל 15, סיטי קורט, ירושלים",ירושלים,Jerusalem,0779800281,חלבי,dairy,rabbanut_jerusalem,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,97545562f1d57198658e30330d06f486419f02e72ef33cededaf8a2add594903
קפה רימון - בן יהודה,"לונץ 4, פינת בן יהודה, ירושלים",ירושלים,Jerusalem,026243746,חלבי,dairy,rabbanut_jerusalem,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,dc1e856d0cce537d9e9c342e90f2e47fcfde4a00e570f1456640095c5c83bc50
קפה רימון - ממילא,"יצחק קריב 8, ממילא ירושלים",ירושלים,Jerusalem,026333030,חלבי,dairy,rabbanut_jerusalem,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,4d3decd2a98134cfa11ca8d160c9daf0801b0ed947e81b77228f353ce439069c
קפה שלוה,"רחוב שלוה 1, ירושלים",ירושלים,Jerusalem,0732822200,חלבי,dairy,rabbanut_jerusalem,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,633948b44fe8379c722f560d498a31744dc74f74b85b58125638dc4a3b8f5e9f
קפה תמרה,"הגן הטכנולוגי, דרך אגודת ספורט הפועל 2 מלחה, ירושלים.",ירושלים,Jerusalem,029922392,חלבי,dairy,rabbanut_jerusalem,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,03978fabde692783a61f41bf6d4ee743169ce5bf5d8c7c965c16523d21e1295b
ריקוטה,"קריית המדע 3, ירושלים",ירושלים,Jerusalem,025870222,חלבי,dairy,kehilot_unidentified,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),UNKNOWN_PENDING_VERIFICATION,TRUE,certifier identity unresolved ('קהילות') — see data-review-todo.md item 2,e2ed073b82b5ef034c5b24e5acdd74aeb0d1afd9562bbb7cd14e3f28d3c3062b
לוצ'נה,"הראל 5, מבשרת ציון",מבשרת ציון,Mevaseret Zion,025333329,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,e5f6b83b4b80e10859b9935ccac5ba5d9e309416d934c3008015c82b1dbd8edc
ביגה,קניון עזריאלי לב העיר 2 מודיעין,מודיעין,Modiin,086478491,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,1352ff2d026f333d9b23b1d2facacf48e8347103c344c2bd62dc5046992f7417
בליקר בייקרי,"קניון עזריאלי, קומה 2, לב העיר 2, מודיעין",מודיעין,Modiin,089331055,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,1847beb5cf729451e78ccfad41c3518d884eef04f38f8c23e3b0a6600cccc2ea
לוצ'נה,"שדרות המלאכות 1, מודיעין מכבים רעות",מודיעין,Modiin,086901111,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,2572a84bcef345d2e0b6b148ba0101e114933d8fd4a8a1872fefd628dd342996
מיכליס,"מרכז עינב, החרט 7, מודיעין מכבים רעות",מודיעין,Modiin,086691000,חלבי,dairy,chatam_sofer_petah_tikva,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,40a74bb7034408fc364aea807c61415a064f1e09dfd814c6fff4da95770d7704
היקב,"גד מכנס 6, נתניה",נתניה,Netanya,098622220,חלבי,dairy,chatam_sofer_petah_tikva,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,6bd4a63cb46f06bbf3e7cbab40672e21376ea141764ca78cb0fc4cae8044fd45
רחוב ירושלמי,עין חמד,עין חמד,Ein Hemed,0556859778,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,42888768c019ae87c866d2ba62a51b12135715b5c8145327583b283aeb35e790
אלפרדו,"דרך שלמה שמלצר 94, פתח תקווה",פתח תקוה,Petah Tikva,039230643,חלבי,dairy,chatam_sofer_petah_tikva,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,e1b337b764f5bf83edc8e5c11ede80dea4583a6eaada2a131299248f4ae6f745
בוקריה,"מתחם יכין, דרך יצחק רבין 17, פתח תקווה",פתח תקוה,Petah Tikva,037444760,חלבי,dairy,chatam_sofer_petah_tikva,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,9ad049684b22a03a993dd4f9b8830272a33d66d914c6ab656978979633052e26
ביגה,"רחוב זאב ז'בוטינסקי 72, פתח תקווה [בתוך: עופר הקניון הגדול פתח תקווה]",פתח תקוה,Petah Tikva,036331312,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,3cb5493ac6de0d5f5925ae42eed218cbd474480cb6eee18da6fb98c907eacc1c
בליקר בייקרי,"יכין סנטר, דרך יצחק רבין 17, פתח תקווה",פתח תקוה,Petah Tikva,039234000,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,6963d5161f18606fe6d24f350e4983bd837ceafdcc2257032552dbf1d364f224
לנדוור,"הקניון הגדול ז'בוטינסקי 72, פתח-תקווה",פתח תקוה,Petah Tikva,039222692,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,839ea607c6f143e7766a4ac9aeb5caf4dbdd125122a1308fb4e2a4a8769895ed
פיאדרה,תוצרת הארץ 2 פתח תקווה,פתח תקוה,Petah Tikva,,חלבי,dairy,rabbanut_petah_tikva,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,7190fd60ccf15c2024905876b4d2b3b87386685d797caa7508692c95e8a72edd
קפה בעלמא,"יכין סנטר, דרך יצחק רבין 17, פתח תקווה",פתח תקוה,Petah Tikva,039040727,חלבי,dairy,rabbanut_petah_tikva,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,85428e9a2be4fc62f3fb260cc435ede8c130e4dcc43542091e5c783662902931
קפה גן סיפור,בזל 2 פארק יצחק אוחיון[פארק בלינסון]פתח תקווה,פתח תקוה,Petah Tikva,0723360999,חלבי,dairy,rabbanut_petah_tikva,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,c36aa8a8c2ac2adc2c90cad1be725869a26d6ad48ac7bc714e33874c0abb3e68
קפה הולה,"העלייה השנייה 1, פתח תקווה",פתח תקוה,Petah Tikva,039097701,חלבי,dairy,rav_machpud,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,9d68a5654c12d19e9ce0516a8ff2ed376044e58a40e9e3b34ab8a98b0c415952
קפה קלמא,"מנחם בגין 26, פתח תקווה",פתח תקוה,Petah Tikva,0796999929,חלבי,dairy,rabbanut_petah_tikva,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,7785f8637195bb42bb9ecce143635df85594fe61636f3fe8754eaf95d4eaf3e7
ארסטו,נמל קיסריה,קיסריה,Caesarea,0772311920,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,5e398ef38d3f80e608059439acfd9e2f73c0d0c5ca6115fc9576c07d20b7fab2
ביגה,"קניון שער הצפון,דרך חיפה 30 קרית אתא",קרית אתא,Kiryat Ata,046884333,חלבי,dairy,rabbanut_kiryat_ata,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,b1b9a891deb957e32a27282f3f692bf182943a8f3020f2ee05c341fff20ed123
קפה גרג,"העצמאות 57, קרית אתא,",קרית אתא,Kiryat Ata,048445522,חלבי,dairy,rabbanut_kiryat_ata,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,44b79ccd60ff91297e4b129807ed35c8b460b9cd2827bc65533cdb8869844f0b
פרש דה מרקט,"דרך הדרום 3 , קרית גת",קרית גת,Kiryat Gat,088500085,חלבי,dairy,chatam_sofer_petah_tikva,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,4824f5d910e280ebe352f463a2b8aed61c02d627abbb57eb146581a86965678c
בראנצ'וס,בן גוריון 8 קרית מלאכי,קרית מלאכי,Kiryat Malakhi,0539380643,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,ee7c6ef1ff548584b97bdea86d2864f6feec227bbaf8e226909148f30f6e0352
וופל בר,"העבודה 14, ראש העין",ראש העין,Rosh HaAyin,036404544,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,8ceb24e8550d0295a4efcc6c1895c9650a95fd05701148936f09f7e0790de792
סורנטו,"ברשבסקי 8, ראשון לציון",ראשון לציון,Rishon LeZion,036543207,חלבי,dairy,chatam_sofer_petah_tikva,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,4fc54c66edb04e1d718844640dd8d2a2bbfa8a3bdb6bb1284cd7ae47f4b826f9
קפה קפה,סחרוב 21 ראשון לציון[קניון הזהב],ראשון לציון,Rishon LeZion,036055328,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,2304c1b2a2e22567b3ff60bd3e94f0e5b73634c9df376c4b3a081bd9b8cafb23
בראנצ'וס,יעקב 48 רחובות,רחובות,Rehovot,0539380643,חלבי,dairy,beit_yosef,1,misadot_mehadrin_restaurants_csv,Tishrei 5787 (Sep 2026),LIST_VERIFIED,FALSE,,fea5b290c78882e516d718b15938f9714a81455bcd7191e055852e3bf61e7fe9
